"","arrayId","source","sampleName","arrayType","tumorType","location","conversion"
"296","9855358054_R05C02","Jakel","23T","Illumina_450K","MACNEC","primary",1.15771979274656
"297","9855358054_R06C01","Jakel","24T","Illumina_450K","PanNET","primary",1.25287269061011
"298","9855358054_R01C02","Jakel","25T","Illumina_450K","PanNET","primary",1.16194369356487
"299","9855358054_R03C02","Jakel","26T","Illumina_450K","PanNET","primary",1.16832756121808
"300","9855358054_R04C02","Jakel","27T","Illumina_450K","PanNET","primary",0.777466184518514
"301","9855358054_R06C02","Jakel","28T","Illumina_450K","PanNET","primary",0.859798155512103
"302","9855358055_R01C01","Jakel","29T","Illumina_450K","PanNET","primary",1.28323857617531
"303","9855358055_R02C01","Jakel","30T","Illumina_450K","PanNET","primary",1.30819593327452
"304","9855358055_R03C01","Jakel","31T","Illumina_450K","PanNET","primary",1.0845957205462
"305","9855358055_R04C01","Jakel","32T","Illumina_450K","PanNET","primary",1.29778543266861
"306","9855358055_R05C01","Jakel","33T","Illumina_450K","PanNET","primary",1.2806795301538
"307","9855358055_R06C01","Jakel","34T","Illumina_450K","PanNET","primary",1.17006832442586
"308","9855358055_R01C02","Jakel","35T","Illumina_450K","PanNET","primary",1.27481514310202
"309","9855358055_R02C02","Jakel","36T","Illumina_450K","PanNET","primary",1.2015530476851
"310","9855358055_R03C02","Jakel","37T","Illumina_450K","PanNET","primary",1.25120981755587
"311","9855358055_R04C02","Jakel","38T","Illumina_450K","PanNET","primary",1.13788346487411
"312","9855358055_R05C02","Jakel","39T","Illumina_450K","PanNET","primary",1.2668997581749
"313","9855358055_R06C02","Jakel","40T","Illumina_450K","PanNET","primary",1.26233470907452
"314","202226320010_R01C01","Selenica","SPN2T","Illumina_EPIC","SPN","primary",1.27693876476234
"315","202226320010_R02C01","Selenica","SPN3T","Illumina_EPIC","SPN","primary",1.24275189753188
"316","202226320010_R03C01","Selenica","SPN4T","Illumina_EPIC","SPN","primary",1.22366893954969
"317","202226320010_R04C01","Selenica","SPN5T","Illumina_EPIC","SPN","primary",1.22815062252988
"318","202226320010_R05C01","Selenica","SPN6T","Illumina_EPIC","SPN","primary",1.2098094668026
"319","202226320010_R06C01","Selenica","SPN7T","Illumina_EPIC","SPN","primary",1.20158926793396
"320","202226320010_R07C01","Selenica","SPN8T","Illumina_EPIC","SPN","primary",1.19175645791093
"321","202226320010_R08C01","Selenica","SPN9T","Illumina_EPIC","SPN","primary",1.2342658744674
"322","202226320016_R01C01","Selenica","SPN10T","Illumina_EPIC","SPN","primary",1.23311991793724
"323","202226320016_R02C01","Selenica","SPN11T","Illumina_EPIC","SPN","primary",1.19797489547155
"324","202226320016_R03C01","Selenica","SPN12T","Illumina_EPIC","SPN","primary",1.16945267938175
"325","202226320016_R04C01","Selenica","SPN13T","Illumina_EPIC","SPN","primary",1.15907272330309
"326","202226320016_R05C01","Selenica","SPN14T","Illumina_EPIC","SPN","primary",1.1463676610336
"327","201533570010_R06C01","UMCU","UMCU_panNET1","Illumina_EPIC","PanNET","primary",1.12101342676422
"328","201533570010_R07C01","UMCU","UMCU_panNET2","Illumina_EPIC","PanNET","primary",0.900548239149043
"329","201533570010_R08C01","UMCU","UMCU_panNET3","Illumina_EPIC","PanNET","primary",1.06955919296599
"330","201533570046_R01C01","UMCU","UMCU_panNET4","Illumina_EPIC","PanNET","primary",1.1622900470682
"331","202081130239_R04C01","UMCU","UMCU_panNET6_M","Illumina_EPIC","PanNET","liver metastasis",1.10111436383392
"332","201533570026_R03C01","UMCU","UMCU_panNET5_M1","Illumina_EPIC","PanNET","liver metastasis",1.15503436369963
"333","202081130239_R05C01","UMCU","UMCU_panNET6","Illumina_EPIC","PanNET","primary",0.996204296386912
"334","201533570026_R02C01","UMCU","UMCU_panNET5_M2","Illumina_EPIC","PanNET","liver metastasis",0.858249622261499
"335","201533570026_R01C01","UMCU","UMCU_panNET5","Illumina_EPIC","PanNET","primary",1.02505981822583
"336","205555390010_R06C01","UMCU","UMCU_SPN1","Illumina_EPIC","SPN","primary",1.11315056659366
"337","205555390010_R07C01","UMCU","UMCU_ACC1","Illumina_EPIC","ACC","primary",0.995149319004075
"338","205555390025_R01C01","UMCU","UMCU_ACC1_M","Illumina_EPIC","ACC","bone metastatis",1.07180736651065
"339","204379160003_R03C01","UMCU","UMCU_MiACCNET1","Illumina_EPIC","Mixed","primary",1.00834339147425
"340","205828590077_R06C01","UMCU","UMCU_MiACCNET1_M","Illumina_EPIC","Mixed","metastasis",1.03694063440771
"341","205832320013_R06C01","UMCU","UMCU_panNET7_b","Illumina_EPIC","PanNET","primary",1.10607876798957
"342","205832330137_R01C01","UMCU","UMCU_panNET7","Illumina_EPIC","PanNET","primary",0.964636698568315
"343","205832320013_R07C01","UMCU","UMCU_panNET8_b","Illumina_EPIC","PanNET","primary",1.16226900024033
"344","205832320013_R08C01","UMCU","UMCU_panNET8","Illumina_EPIC","PanNET","primary",1.06436008888962
"345","205828590065_R01C01","UMCU","RB_ACC1_b","Illumina_EPIC","ACC","primary",1.09819437672833
"346","205828590065_R02C01","UMCU","RB_ACC1","Illumina_EPIC","ACC","primary",0.855055444007851
"347","205832320076_R01C01","UMCU","RB_SPN1_b","Illumina_EPIC","SPN","primary",1.17764865248365
"348","205828590067_R04C01","UMCU","RB_SPN1","Illumina_EPIC","SPN","primary",1.09619160082377
"349","206601450125_R05C01","UMCU","UMCU_ACC2","Illumina_EPIC","ACC","primary",NA
"350","201364910013_R05C01","yachida","NE004","EPIC","PanNEC","primary",1.2263646382115
"351","201364910013_R06C01","yachida","NE005","EPIC","PanNEC","primary",1.18017557850103
"352","201364910146_R02C01","yachida","NE007","EPIC","PanNEC","primary",1.20229975868366
"353","201364910146_R03C01","yachida","NE008","EPIC","?","primary",1.21030804105735
"354","201364910146_R05C01","yachida","NE010","EPIC","PanNET","primary",1.18836701094875
"355","201364910146_R07C01","yachida","NE011","EPIC","PanNET","primary",1.227826275328
"356","201414140123_R01C01","yachida","NE012","EPIC","PanNET","primary",1.30222850770871
"357","201414140123_R02C01","yachida","NE013","EPIC","PanNET","primary",1.25476974223844
"358","201414140123_R05C01","yachida","NE016","EPIC","PanNEC","primary",1.26324911465292
"359","201325940106_R04C01","yachida","NE021","EPIC","PanNEC","primary",1.24107031935593
"360","201325940106_R07C01","yachida","NE024","EPIC","PanNEC","primary",1.23849840273873
"361","201325940106_R08C01","yachida","NE025","EPIC","PanNET","primary",1.27648870410654
"362","201325940151_R04C01","yachida","NE029","EPIC","PanNEC","primary",1.24701479221779
"363","201325940151_R06C01","yachida","NE031","EPIC","PanNET","primary",1.23423984111719
"364","201325940151_R07C01","yachida","NE032","EPIC","PanNET","primary",1.22801966050138
"365","201325940151_R08C01","yachida","NE033","EPIC","PanNEC","primary",1.19460066369803
"366","201325940152_R01C01","yachida","NE034","EPIC","PanNET","primary",1.26547062414596
"367","201325940152_R04C01","yachida","NE036","EPIC","PanNET","primary",1.22567867431445
"368","201325940152_R05C01","yachida","NE037","EPIC","PanNET","primary",1.23792008998429
"369","201325940152_R06C01","yachida","NE038","EPIC","PanNET","primary",1.24904651818623
"370","201325940152_R07C01","yachida","NE039","EPIC","PanNET","primary",1.21657765514226
"371","201325940152_R08C01","yachida","NE040","EPIC","PanNET","primary",1.27958892421557
"372","201325940068_R01C01","yachida","NE041","EPIC","PanNET","primary",1.29250264358361
"373","201325940068_R02C01","yachida","NE042","EPIC","PanNET","primary",1.29202304561262
"374","201325940068_R03C01","yachida","NE043","EPIC","PanNET","primary",1.26638338945015
"375","201325940068_R04C01","yachida","NE044","EPIC","PanNET","primary",1.26028821062074
"376","201325940068_R05C01","yachida","NE045","EPIC","PanNET","primary",1.25914799844136
"377","201325940068_R06C01","yachida","NE046","EPIC","PanNET","primary",1.23078966157563
"378","201325940068_R07C01","yachida","NE047","EPIC","PanNET","primary",1.24425464314787
"379","201325940068_R08C01","yachida","NE048","EPIC","PanNET","primary",1.22777380510733
"380","201325940022_R01C01","yachida","NE049","EPIC","PanNET","primary",1.29635766020279
"381","201325940022_R02C01","yachida","NE050","EPIC","PanNET","primary",1.22745315118534
"382","201325940022_R03C01","yachida","NE051","EPIC","PanNEC","primary",1.25650971600952
"383","202787550064_R03C01","yachida","NE052","EPIC","PanNEC","primary",1.25986932192509
"384","202787550064_R05C01","yachida","NE054","EPIC","PanNET","primary",1.17367771370015
"385","201325940022_R04C01","yachida","NE057","EPIC","PanNET","primary",1.24570050929591
"386","201325940022_R05C01","yachida","NE058","EPIC","PanNET","primary",1.24109950466742
"387","201325940022_R06C01","yachida","NE059","EPIC","PanNET","primary",1.26125247137549
"388","201325940022_R07C01","yachida","NE060","EPIC","PanNET","primary",1.22861721866546
"389","201325940022_R08C01","yachida","NE061","EPIC","PanNEC","primary",1.21487951805993
"390","201492560210_R01C01","yachida","NE062","EPIC","PanNEC","primary",1.2105759789915
"391","203960200098_R05C01","yachida","NE105","EPIC","PanNET","primary",1.1251619202741
"392","203960200098_R07C01","yachida","NE109","EPIC","PanNET","primary",1.20248913777954
"393","203960200098_R08C01","yachida","NE110","EPIC","PanNEC","primary",1.18374597828604
"394","201325940106_R03C01","yachida","NE021_N","EPIC","normal","?",1.23198423596278
"395","201364910146_R06C01","yachida","NE011_N","EPIC","normal","?",1.21844803915694
"396","201364910146_R08C01","yachida","NE012_N","EPIC","normal","?",1.23443444054442
"397","201492560210_R02C01","yachida","NE004_N","EPIC","normal","?",1.24584848875468
